,DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,just_date,residuals
28488,33de4b09-f61f-4fbc-83ca-6edb40678249,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 15:34,6.6,6.6Â° C,100,2018-06-27,-20.634450658159544
28489,48e3436f-87a5-4631-b0f5-67631b1f9308,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 15:44,6.5,6.5Â° C,100,2018-06-27,-20.77679820397263
28490,4d2ac4bd-9b1c-4928-b4ba-0df74c6ec1ca,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 15:54,7.2,7.2Â° C,100,2018-06-27,-20.04078211342208
28491,ce9fa126-d19a-4b8c-8a27-9526a5950c9c,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:04,7.0,7Â° C,100,2018-06-27,-20.143675113780617
28492,6e0b993d-7833-4adb-8793-a8475053cd32,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:14,6.9,6.9Â° C,100,2018-06-27,-20.348568114139162
28493,cc9426d6-9181-45c2-bc3c-f289c432e49a,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:24,6.9,6.9Â° C,100,2018-06-27,-20.174552023588618
28494,88041168-14e0-454d-93a4-55c2d9d87391,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:34,7.0,7Â° C,100,2018-06-27,-20.034899569401702
28495,d2a88a2c-1db0-47d7-b407-881c3907a726,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:44,6.9,6.9Â° C,100,2018-06-27,-20.11997438794206
28496,f4204d65-ae94-44f9-bf45-362d17a4a79c,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 16:54,6.6,6.6Â° C,100,2018-06-27,-20.457049206482424
28497,0353919c-61ee-473c-b6e2-302b169a50d1,339948,Temperature - 339948 @ Admin Air Cond,6/27/2018 17:04,6.6,6.6Â° C,100,2018-06-27,-20.35539675229551
28590,76e24e6d-9234-4dfb-bf37-75fc9011a01b,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 8:33,7.7,7.7Â° C,100,2018-06-28,-20.308207984615542
28591,a459227a-15c1-4fef-9442-d4a3c534fca7,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 8:43,7.5,7.5Â° C,100,2018-06-28,-20.395306227695684
28592,0f0eebe0-5658-4f14-ad08-3e8989018a1e,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 8:53,7.6,7.6Â° C,100,2018-06-28,-20.248284688561665
28593,03f2f255-a58b-4948-ba76-a889fca10ae9,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 9:03,7.7,7.7Â° C,100,2018-06-28,-20.057524492440354
28594,d3513add-7526-4d35-9cbc-65de74feaec8,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 9:13,7.6,7.6Â° C,100,2018-06-28,-20.082916746409786
28595,d34650c0-df91-40fd-9c73-7e041bbfeb12,339948,Temperature - 339948 @ Admin Air Cond,6/28/2018 9:23,7.4,7.4Â° C,100,2018-06-28,-20.309760906005348
64208,46df6180-f643-43cb-b4c4-262f12ba3240,339948,Temperature - 339948 @ Admin Air Cond,3/8/2019 8:50,9.5,9.5Â° C,100,2019-03-08,-20.411081414684592
64210,318c3700-2003-4a28-b732-5fdc67c1de15,339948,Temperature - 339948 @ Admin Air Cond,3/8/2019 9:10,10.0,10Â° C,100,2019-03-08,-19.947798374072025
64211,6f19f222-235e-4106-894c-8e9fcec6929b,339948,Temperature - 339948 @ Admin Air Cond,3/8/2019 9:20,10.1,10.1Â° C,100,2019-03-08,-19.856356490789334
64643,dfa87602-e3eb-49d0-b5f9-becedae536a7,339948,Temperature - 339948 @ Admin Air Cond,3/11/2019 8:57,9.6,9.6Â° C,100,2019-03-11,-19.888128116527295
64672,02d4842f-dde7-449e-833f-905752e516d9,339948,Temperature - 339948 @ Admin Air Cond,3/11/2019 13:46,9.7,9.7Â° C,100,2019-03-11,-19.694016944665535
64783,17f82548-b733-47f2-8871-6c853089b9d2,339948,Temperature - 339948 @ Admin Air Cond,3/12/2019 8:15,9.7,9.7Â° C,100,2019-03-12,-19.795902431511706
64784,6b136817-6a76-4e9d-824c-b5e4f9bdac4d,339948,Temperature - 339948 @ Admin Air Cond,3/12/2019 8:25,9.7,9.7Â° C,100,2019-03-12,-19.77324457726713
64932,42800aa9-87cb-4ca3-b1c2-bba037779822,339948,Temperature - 339948 @ Admin Air Cond,3/13/2019 8:54,9.6,9.6Â° C,100,2019-03-13,-19.707546420701473
65711,35d647fe-3b51-450c-912f-87d0c52e49ed,339948,Temperature - 339948 @ Admin Air Cond,3/18/2019 18:37,10.0,10Â° C,100,2019-03-18,-19.820010454443164
65712,da712f11-ec0a-405a-8a97-59620e805458,339948,Temperature - 339948 @ Admin Air Cond,3/18/2019 18:47,10.0,10Â° C,100,2019-03-18,-19.747625338990108
65713,860a7634-cdaa-427e-87d1-781a9f69bfd7,339948,Temperature - 339948 @ Admin Air Cond,3/18/2019 18:57,9.9,9.9Â° C,100,2019-03-18,-19.887036956749387
