Equipment ID,Inspection Date,PD Average,PD Count,Temperature,Humidity,Loading,Confirm action,Building,Room,Equipment Name,Measurement Position
18577,23/8/2017 12:00:00 AM,428.92,11,33.3,57.4,10,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point A
18577,11/7/2018 12:00:00 AM,243.95,2,29.6,71.1,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point A
18577,12/3/2019 12:00:00 AM,116.76,7,37.2,49.3,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point A
18578,23/8/2017 12:00:00 AM,477.11,11,33.3,57.4,10,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point B
18578,11/7/2018 12:00:00 AM,266.77,7,29.6,71.1,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point B
18578,12/3/2019 12:00:00 AM,196.96,4,37.2,49.3,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point B
18579,23/8/2017 12:00:00 AM,1092.64,5,33.3,57.4,10,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point C
18579,11/7/2018 12:00:00 AM,287.67,5,29.6,71.1,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point C
18579,12/3/2019 12:00:00 AM,121.24,1,37.2,49.3,2,?,-,Mitsui QC21,Transformer 150KVA (S/N: A1T68655T602-1) (11kV/415V),High Voltage side Point C
18580,23/8/2017 12:00:00 AM,598.65,7,34.3,52.6,10,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18580,11/7/2018 12:00:00 AM,445.59,8,31.3,67.1,15,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18580,14/3/2019 12:00:00 AM,285.68,5,34.3,54.6,3,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18581,23/8/2017 12:00:00 AM,442.1,5,34.3,52.6,10,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18581,11/7/2018 12:00:00 AM,445.15,9,31.3,67.1,15,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18581,14/3/2019 12:00:00 AM,459.66,3,34.3,54.6,3,?,-,Mitsui QC22,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18582,23/8/2017 12:00:00 AM,829.88,9,34.3,52.6,10,?,-,Mitsui QC22,Panel 2 - Incoming Panel,Top
18583,23/8/2017 12:00:00 AM,249.87,3,34.3,52.6,10,?,-,Mitsui QC22,Panel 2 - Incoming Panel,Bottom
18584,23/8/2017 12:00:00 AM,388.9,3,34.3,52.6,5,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point A
18584,11/7/2018 12:00:00 AM,407.11,5,31.3,67.1,12,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point A
18584,14/3/2019 12:00:00 AM,350.32,2,34.3,54.6,2,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point A
18585,23/8/2017 12:00:00 AM,610.05,7,34.3,52.6,5,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point B
18585,11/7/2018 12:00:00 AM,516.4,3,31.3,67.1,12,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point B
18585,14/3/2019 12:00:00 AM,270.73,2,34.3,54.6,2,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point B
18586,23/8/2017 12:00:00 AM,489.85,6,34.3,52.6,5,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point C
18586,11/7/2018 12:00:00 AM,480.28,6,31.3,67.1,12,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point C
18586,14/3/2019 12:00:00 AM,129.56,7,34.3,54.6,2,?,-,Mitsui QC22,Transformer 1200KVA (S/N: A1T68655T601-2) (11kV/440V),High Voltage side Point C
18587,23/8/2017 12:00:00 AM,486.34,5,34.3,52.6,5,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point A
18587,11/7/2018 12:00:00 AM,583.57,1,31.3,67.1,3,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point A
18587,14/3/2019 12:00:00 AM,206.15,3,34.3,54.6,1,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point A
18588,23/8/2017 12:00:00 AM,378.32,5,34.3,52.6,5,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point B
18588,11/7/2018 12:00:00 AM,509.49,2,31.3,67.1,3,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point B
18588,14/3/2019 12:00:00 AM,244.57,2,34.3,54.6,1,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point B
18589,23/8/2017 12:00:00 AM,333.84,6,34.3,52.6,5,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point C
18589,11/7/2018 12:00:00 AM,467.26,2,31.3,67.1,3,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point C
18589,14/3/2019 12:00:00 AM,187.25,2,34.3,54.6,1,?,-,Mitsui QC22,Transformer 150KVA (S/N: A1T68655T602-2) (11kV/415V),High Voltage side Point C
18590,23/8/2017 12:00:00 AM,719.66,1,32.8,54.8,4,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18590,11/7/2018 12:00:00 AM,848.25,3,32.7,60.2,63,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18590,12/3/2019 12:00:00 AM,474.45,3,37.5,46.8,63,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18591,23/8/2017 12:00:00 AM,280.24,2,32.8,54.8,4,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18591,11/7/2018 12:00:00 AM,370.01,1,32.7,60.2,63,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18591,12/3/2019 12:00:00 AM,436.68,5,37.5,46.8,63,?,-,Mitsui QC23,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18592,23/8/2017 12:00:00 AM,279.31,1,32.8,54.8,4,?,-,Mitsui QC23,Panel 2 - Incoming Panel,Top
18593,23/8/2017 12:00:00 AM,279.59,1,32.8,54.8,4,?,-,Mitsui QC23,Panel 2 - Incoming Panel,Bottom
18594,23/8/2017 12:00:00 AM,244.51,4,32.8,54.8,2,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point A
18594,11/7/2018 12:00:00 AM,1624.8,18,32.7,60.2,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point A
18594,12/3/2019 12:00:00 AM,235.55,1,37.5,46.8,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point A
18595,23/8/2017 12:00:00 AM,378.36,1,32.8,54.8,2,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point B
18595,11/7/2018 12:00:00 AM,1313.07,10,32.7,60.2,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point B
18595,12/3/2019 12:00:00 AM,249.69,2,37.5,46.8,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point B
18596,23/8/2017 12:00:00 AM,326.8,2,32.8,54.8,2,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point C
18596,11/7/2018 12:00:00 AM,1051.46,6,32.7,60.2,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point C
18596,12/3/2019 12:00:00 AM,195.52,2,37.5,46.8,60,?,-,Mitsui QC23,Transformer 1200KVA (S/N: A1T68894T601-1) (11kV/440V),High Voltage side Point C
18597,23/8/2017 12:00:00 AM,74.6,7,32.8,54.8,2,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point A
18597,11/7/2018 12:00:00 AM,558.16,3,32.7,60.2,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point A
18597,12/3/2019 12:00:00 AM,235.59,1,37.5,46.8,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point A
18598,23/8/2017 12:00:00 AM,269.8,3,32.8,54.8,2,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point B
18598,11/7/2018 12:00:00 AM,295.78,5,32.7,60.2,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point B
18598,12/3/2019 12:00:00 AM,235.38,1,37.5,46.8,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point B
18599,23/8/2017 12:00:00 AM,383.71,1,32.8,54.8,2,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point C
18599,11/7/2018 12:00:00 AM,462.15,8,32.7,60.2,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point C
18599,12/3/2019 12:00:00 AM,234.44,6,37.5,46.8,3,?,-,Mitsui QC23,Transformer 150KVA (S/N: A1T68894T602-1) (11kV/415V),High Voltage side Point C
18600,23/8/2017 12:00:00 AM,244.69,4,31.2,62.1,4,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18600,12/7/2018 12:00:00 AM,412.77,2,30.6,69.4,23,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18600,12/3/2019 12:00:00 AM,121.9,3,38.5,42.4,23,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18601,23/8/2017 12:00:00 AM,400.16,2,31.2,62.1,4,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18601,12/7/2018 12:00:00 AM,1030.24,7,30.6,69.4,23,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18601,12/3/2019 12:00:00 AM,110.66,7,38.5,42.4,23,?,-,Mitsui QC24,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18602,23/8/2017 12:00:00 AM,349.57,3,31.2,62.1,4,?,-,Mitsui QC24,Panel 2 - Incoming Panel,Top
18603,23/8/2017 12:00:00 AM,188.61,7,31.2,62.1,4,?,-,Mitsui QC24,Panel 2 - Incoming Panel,Bottom
18604,23/8/2017 12:00:00 AM,327.17,2,31.2,62.1,2,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point A
18604,12/7/2018 12:00:00 AM,400.13,7,30.6,69.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point A
18604,12/3/2019 12:00:00 AM,186.22,3,38.5,42.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point A
18605,23/8/2017 12:00:00 AM,368.75,1,31.2,62.1,2,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point B
18605,12/7/2018 12:00:00 AM,559.77,4,30.6,69.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point B
18605,12/3/2019 12:00:00 AM,269.28,2,38.5,42.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point B
18606,23/8/2017 12:00:00 AM,202.67,3,31.2,62.1,2,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point C
18606,12/7/2018 12:00:00 AM,489.35,7,30.6,69.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point C
18606,12/3/2019 12:00:00 AM,289.09,4,38.5,42.4,20,?,-,Mitsui QC24,Transformer 1200KVA (S/N: A1T68894T601-2) (11kV/440V),High Voltage side Point C
18607,23/8/2017 12:00:00 AM,176.66,1,31.2,62.1,2,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point A
18607,12/7/2018 12:00:00 AM,864.12,5,30.6,69.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point A
18607,12/3/2019 12:00:00 AM,198.12,4,38.5,42.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point A
18608,23/8/2017 12:00:00 AM,139.97,7,31.2,62.1,2,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point B
18608,12/7/2018 12:00:00 AM,475.09,4,30.6,69.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point B
18608,12/3/2019 12:00:00 AM,233.15,1,38.5,42.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point B
18609,23/8/2017 12:00:00 AM,284.81,1,31.2,62.1,2,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point C
18609,12/7/2018 12:00:00 AM,408.45,3,30.6,69.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point C
18609,12/3/2019 12:00:00 AM,97.79,7,38.5,42.4,3,?,-,Mitsui QC24,Transformer 150KVA (S/N: A1T68894T602-2),High Voltage side Point C
18610,23/8/2017 12:00:00 AM,176.89,4,31.5,60.1,5,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18610,10/7/2018 12:00:00 AM,880.34,5,31.7,68.1,63,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18610,12/3/2019 12:00:00 AM,262.4,9,36.7,50.1,63,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18611,23/8/2017 12:00:00 AM,307.96,6,31.5,60.1,5,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18611,10/7/2018 12:00:00 AM,778.96,3,31.7,68.1,63,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18611,12/3/2019 12:00:00 AM,233.3,4,36.7,50.1,63,?,-,Mitsui QC25,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18612,23/8/2017 12:00:00 AM,245.78,3,31.5,60.1,5,?,-,Mitsui QC25,Panel 2 - Incoming Panel,Top
18613,23/8/2017 12:00:00 AM,273.54,5,31.5,60.1,5,?,-,Mitsui QC25,Panel 2 - Incoming Panel,Bottom
18615,23/8/2017 12:00:00 AM,427.97,7,31.5,60.1,3,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point A
18615,10/7/2018 12:00:00 AM,1072.72,3,31.7,68.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point A
18615,12/3/2019 12:00:00 AM,243.09,4,36.7,50.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point A
18616,23/8/2017 12:00:00 AM,577.38,5,31.5,60.1,3,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point B
18616,10/7/2018 12:00:00 AM,1332.61,4,31.7,68.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point B
18616,12/3/2019 12:00:00 AM,161.85,2,36.7,50.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point B
18617,23/8/2017 12:00:00 AM,379.51,1,31.5,60.1,3,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point C
18617,10/7/2018 12:00:00 AM,769.78,9,31.7,68.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point C
18617,12/3/2019 12:00:00 AM,288.18,8,36.7,50.1,60,?,-,Mitsui QC25,Transformer 1200KVA (S/N: A1T24717T601-3) (11kV/440V),High Voltage side Point C
18618,23/8/2017 12:00:00 AM,348.33,7,31.5,60.1,2,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point A
18618,10/7/2018 12:00:00 AM,1832.19,3,31.7,68.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point A
18618,12/3/2019 12:00:00 AM,405.37,8,36.7,50.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point A
18619,23/8/2017 12:00:00 AM,353.58,4,31.5,60.1,2,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point B
18619,10/7/2018 12:00:00 AM,720.46,7,31.7,68.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point B
18619,12/3/2019 12:00:00 AM,470.64,2,36.7,50.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point B
18620,23/8/2017 12:00:00 AM,224.09,2,31.5,60.1,2,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point C
18620,10/7/2018 12:00:00 AM,591.13,1,31.7,68.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point C
18620,12/3/2019 12:00:00 AM,320.22,8,36.7,50.1,3,?,-,Mitsui QC25,Transformer 150KVA (S/N: A1T24717T602-3) (11kV/415V),High Voltage side Point C
18621,23/8/2017 12:00:00 AM,606.84,9,32.3,58.1,5,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18621,12/7/2018 12:00:00 AM,456.88,7,31.7,59.9,4,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18621,12/3/2019 12:00:00 AM,479.11,5,35.4,57.5,4,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18622,23/8/2017 12:00:00 AM,271.7,2,32.3,58.1,5,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18622,12/7/2018 12:00:00 AM,397.39,2,31.7,59.9,4,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18622,12/3/2019 12:00:00 AM,283.43,8,35.4,57.5,4,?,-,Mitsui QC27,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18623,23/8/2017 12:00:00 AM,339.16,2,32.3,58.1,5,?,-,Mitsui QC27,Panel 2 - Incoming Panel,Top
18624,23/8/2017 12:00:00 AM,459.71,5,32.3,58.1,5,?,-,Mitsui QC27,Panel 2 - Incoming Panel,Bottom
18625,23/8/2017 12:00:00 AM,1119.53,5,32.3,58.1,3,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point A
18625,12/7/2018 12:00:00 AM,485.28,2,31.7,59.9,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point A
18625,12/3/2019 12:00:00 AM,121.66,1,35.4,57.5,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point A
18626,23/8/2017 12:00:00 AM,790.68,9,32.3,58.1,3,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point B
18626,12/7/2018 12:00:00 AM,387.6,2,31.7,59.9,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point B
18626,12/3/2019 12:00:00 AM,378.06,4,35.4,57.5,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point B
18627,23/8/2017 12:00:00 AM,598.28,6,32.3,58.1,3,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point C
18627,12/7/2018 12:00:00 AM,425.18,3,31.7,59.9,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point C
18627,12/3/2019 12:00:00 AM,409.57,7,35.4,57.5,2,?,-,Mitsui QC27,Transformer 1200KVA (S/N: A1T24717T601-1) (11kV/440V),High Voltage side Point C
18628,23/8/2017 12:00:00 AM,556.94,5,32.3,58.1,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point A
18628,12/7/2018 12:00:00 AM,557.1,1,31.7,59.9,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point A
18628,12/3/2019 12:00:00 AM,177.03,3,35.4,57.5,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point A
18629,23/8/2017 12:00:00 AM,489.44,6,32.3,58.1,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point B
18629,12/7/2018 12:00:00 AM,547.73,3,31.7,59.9,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point B
18629,12/3/2019 12:00:00 AM,147.92,3,35.4,57.5,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point B
18630,23/8/2017 12:00:00 AM,439.96,7,32.3,58.1,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point C
18630,12/7/2018 12:00:00 AM,271.58,2,31.7,59.9,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point C
18630,12/3/2019 12:00:00 AM,255.99,5,35.4,57.5,2,?,-,Mitsui QC27,Transformer 150KVA (S/N: A1T24717T602-1) (11kV/415V),High Voltage side Point C
18631,23/8/2017 12:00:00 AM,450.29,3,32.2,58.2,4,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18631,10/7/2018 12:00:00 AM,491.46,7,31.7,75.9,25,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18631,13/3/2019 12:00:00 AM,1097.3,1,35.8,53.7,25,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Top
18632,23/8/2017 12:00:00 AM,271.49,2,32.2,58.2,4,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18632,10/7/2018 12:00:00 AM,1740.36,2,31.7,75.9,25,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18632,13/3/2019 12:00:00 AM,205.11,6,35.8,53.7,25,?,-,Mitsui QC28,Panel 1 - 1200KVA/150KVA Transformer Panel,Bottom
18633,23/8/2017 12:00:00 AM,398.11,7,32.2,58.2,4,?,-,Mitsui QC28,Panel 2 - Incoming Panel,Top
18634,23/8/2017 12:00:00 AM,447.2,5,32.2,58.2,4,?,-,Mitsui QC28,Panel 2 - Incoming Panel,Bottom
18635,23/8/2017 12:00:00 AM,209.84,7,32.2,58.2,2,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point A
18635,10/7/2018 12:00:00 AM,612.37,9,31.7,75.9,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point A
18635,13/3/2019 12:00:00 AM,707.94,6,35.8,53.7,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point A
18636,23/8/2017 12:00:00 AM,191.27,4,32.2,58.2,2,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point B
18636,10/7/2018 12:00:00 AM,912.32,5,31.7,75.9,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point B
18636,13/3/2019 12:00:00 AM,522.31,2,35.8,53.7,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point B
18637,23/8/2017 12:00:00 AM,326.25,2,32.2,58.2,2,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point C
18637,10/7/2018 12:00:00 AM,612.22,5,31.7,75.9,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point C
18637,13/3/2019 12:00:00 AM,843.25,8,35.8,53.7,20,?,-,Mitsui QC28,Transformer 1200KVA (S/N: A1T24717T603-1) (11kV/440V),High Voltage side Point C
18638,23/8/2017 12:00:00 AM,380.07,1,32.2,58.2,2,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point A
18638,10/7/2018 12:00:00 AM,1126.36,7,31.7,75.9,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point A
18638,13/3/2019 12:00:00 AM,318.93,6,35.8,53.7,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point A
18639,23/8/2017 12:00:00 AM,487.71,1,32.2,58.2,2,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point B
18639,10/7/2018 12:00:00 AM,728.59,6,31.7,75.9,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point B
18639,13/3/2019 12:00:00 AM,293.38,3,35.8,53.7,5,?,-,Mitsui QC28,Transformer 150KVA (S/N: A1T24717T604-1) (11kV/415V),High Voltage side Point B
